라자, 98, 157
다카, 98, 141
바사, 42, 191
마타, 69, 188
사카, 72, 148
자아, 45, 180
라아, 69, 197
아다, 88, 170
라카, 75, 186
마하, 42, 186
다아, 95, 177
바라, 45, 194
나아, 59, 147
사다, 98, 169
카가, 55, 193
카차, 73, 195
자하, 75, 190
가마, 46, 189
다다, 69, 184
아카, 65, 164
사다, 74, 141
타나, 48, 159
타가, 76, 156
다파, 62, 189
사바, 99, 141
마다, 76, 193
아하, 54, 198
가카, 44, 150
다라, 49, 151
사자, 96, 183
라사, 76, 164
카다, 69, 192
차마, 93, 168
가나, 76, 186
마차, 72, 189
카바, 57, 172
하가, 63, 178
차가, 63, 190
다가, 73, 163
라자, 87, 167
아하, 46, 144
바바, 57, 169
자파, 64, 180
하라, 96, 164
타라, 71, 166
라바, 63, 166
바하, 82, 192
파나, 82, 176
자카, 96, 158
바파, 82, 142
사사, 52, 141
가파, 53, 151
아차, 82, 185
차아, 85, 143
차다, 52, 189
나라, 90, 166
카파, 82, 187
가자, 91, 199
하가, 64, 142
가바, 76, 149
타바, 81, 180
바카, 89, 175
하마, 44, 179
차타, 57, 178
카다, 86, 198
사다, 89, 140
카가, 69, 152
나아, 94, 191
아라, 99, 199
파자, 86, 189
파나, 48, 150
가파, 79, 152
가카, 80, 144
아차, 76, 154
카차, 88, 140
하바, 85, 199
파나, 76, 192
자차, 77, 171
라카, 86, 168
라사, 67, 190
다바, 73, 166
나자, 97, 154
바사, 81, 177
카파, 61, 184
사차, 98, 160
나다, 55, 150
파파, 89, 170
라타, 63, 142
나바, 97, 159
자자, 49, 156
카바, 76, 185
자차, 90, 166
차카, 52, 187
아카, 70, 195
타사, 43, 162
차라, 75, 196
타사, 81, 160
라다, 98, 194
다타, 67, 152
라나, 71, 141
하마, 48, 158
아차, 73, 175
나아, 97, 193
바라, 55, 140
차하, 46, 180
바하, 40, 156
마바, 77, 156
타사, 52, 174
차다, 58, 165
차타, 49, 150
나타, 99, 158
파사, 79, 172
자아, 47, 184
차타, 49, 183
다파, 82, 177
사다, 44, 196
나바, 63, 189
나바, 87, 165
나하, 55, 175
나바, 46, 144
사가, 47, 168
다파, 67, 184
아아, 47, 165
라파, 89, 189
마아, 94, 162
가타, 62, 169
다타, 94, 156
아사, 43, 166
카차, 56, 179
라차, 98, 163
사가, 66, 149
카마, 77, 170
아자, 92, 174
다사, 89, 191
타다, 49, 153
카파, 70, 149
차파, 49, 192
사나, 97, 177
바바, 41, 150
나카, 40, 165
파가, 76, 194
카사, 57, 171
사아, 84, 176
자마, 99, 163
하나, 85, 175
타나, 96, 163
다라, 70, 187
자나, 91, 179
바다, 54, 166
자라, 93, 173
자차, 45, 176
파다, 73, 152
바하, 85, 143
나다, 96, 165
타사, 71, 173
다파, 41, 161
사마, 89, 171
라차, 74, 177
바바, 98, 152
타차, 48, 140
가타, 62, 159
가타, 96, 177
마카, 87, 174
다카, 41, 141
마다, 69, 144
바타, 65, 197
차파, 59, 166
나사, 97, 184
가타, 64, 197
카차, 96, 142
나가, 99, 183
바사, 55, 183
카라, 62, 167
나바, 78, 193
라마, 90, 143
자바, 93, 191
타아, 47, 181
바다, 45, 189
바나, 54, 182
바아, 53, 142
다파, 84, 196
파차, 46, 188
아바, 75, 181
하다, 58, 198
하타, 72, 192
차나, 88, 165
자타, 96, 166
마자, 67, 167
아아, 44, 186
라마, 77, 170
마마, 62, 146
자사, 87, 148
바차, 97, 194
라마, 76, 173
사마, 62, 177
바다, 47, 191
가사, 86, 186
파가, 50, 162
사카, 88, 155
차파, 48, 163
라카, 59, 148
나파, 50, 192
차파, 44, 198
다바, 52, 148
하나, 99, 176
하가, 61, 158
다가, 45, 175
가다, 43, 178
하마, 95, 190
자사, 43, 164
아사, 60, 154
자마, 92, 175
라바, 55, 170
가차, 69, 187
바가, 52, 187
파다, 62, 155
다가, 63, 177
다라, 99, 178
나아, 45, 158
하차, 98, 193
라자, 97, 143
자나, 75, 164
사사, 94, 160
카타, 86, 187
사다, 86, 140
라자, 70, 147
타사, 40, 166
자다, 74, 145
다가, 88, 172
타사, 51, 199
라가, 92, 178
다자, 74, 144
나자, 82, 140
파라, 88, 187
다바, 95, 194
라카, 71, 196
하다, 83, 148
가사, 94, 155
아나, 60, 149
파파, 47, 169
다사, 69, 174
마가, 49, 191
아아, 62, 154
아나, 95, 160
바가, 56, 141
사자, 80, 156
하라, 94, 184
파파, 54, 159
차카, 76, 140
파하, 97, 161
바차, 80, 190
타하, 93, 199
라나, 61, 188
아타, 44, 166
파바, 80, 144
파자, 88, 158
하파, 91, 197
하하, 66, 199
자바, 49, 177
하다, 63, 196
사사, 60, 198
라타, 45, 142
차아, 47, 165
다카, 78, 179
자하, 40, 145
차카, 94, 142
마아, 73, 193
바자, 78, 144
차하, 75, 144
하라, 92, 177
자하, 77, 189
차나, 93, 141
카마, 99, 170
타나, 57, 161
사자, 44, 168
가사, 57, 161
마마, 85, 194
가차, 47, 170
타바, 97, 169
사다, 65, 156
사마, 77, 141
차사, 54, 166
파하, 74, 186
바파, 53, 164
차다, 93, 174
라아, 88, 193
가나, 68, 147
카차, 86, 170
차파, 73, 146
카바, 98, 152
다아, 88, 148
다가, 43, 156
가마, 82, 199
라나, 83, 155
라아, 60, 189
하바, 74, 151
마바, 96, 169
하파, 79, 190
다자, 72, 196
타나, 74, 181
다카, 94, 153
가카, 87, 149
차하, 79, 184
라라, 61, 153
파파, 83, 174
나하, 91, 151
타사, 70, 168
마자, 79, 167
나라, 83, 162
타차, 98, 171
나차, 78, 189
파타, 46, 175
나마, 71, 194
사자, 44, 198
하자, 41, 183
차하, 86, 161
가타, 48, 196
나마, 92, 186
자자, 97, 159
타마, 74, 195
다타, 42, 146
다하, 44, 155
하마, 82, 179
카바, 42, 161
타라, 64, 184
아타, 65, 151
아라, 68, 158
차라, 80, 140
파자, 84, 146
파파, 76, 183
타가, 51, 190
다하, 66, 146
하다, 55, 146
다마, 62, 148
타파, 57, 183
파마, 70, 190
카마, 50, 166
차카, 78, 163
자타, 47, 142
자카, 53, 141
자바, 70, 147
아다, 78, 187
나라, 40, 146
사가, 88, 192
하파, 47, 162
파바, 62, 152
가타, 78, 149
마차, 82, 143
라타, 68, 151
자다, 57, 165
자나, 44, 183
타다, 86, 170
자자, 94, 173
마하, 75, 153
아파, 89, 144
바다, 72, 144
아타, 78, 181
아하, 85, 161
바타, 63, 143
사마, 49, 165
아카, 68, 145
하바, 41, 165
라나, 77, 156
자파, 55, 162
아마, 48, 191
카하, 80, 189
파사, 69, 173
카마, 85, 172
차사, 64, 154
아마, 66, 150
카나, 62, 150
차자, 95, 169
바마, 58, 188
하마, 69, 168
자아, 42, 196
바자, 88, 159
사바, 43, 156
가사, 86, 194
사아, 92, 165
아사, 73, 148
마파, 56, 187
바하, 78, 199
자파, 97, 170
파파, 62, 174
카카, 75, 152
카아, 65, 158
바마, 72, 149
아차, 65, 146
마바, 43, 141
차사, 89, 194
사바, 45, 173
차차, 57, 152
파라, 83, 186
아아, 56, 145
하나, 55, 144
파자, 86, 141
다마, 72, 193
나하, 93, 198
하바, 53, 179
다파, 69, 143
자자, 49, 170
차라, 86, 140
파바, 50, 172
카사, 90, 181
가파, 88, 191
타하, 83, 146
자아, 49, 177
라라, 52, 192
다차, 46, 147
차파, 62, 179
아사, 88, 146
자차, 63, 175
라하, 70, 190
타나, 52, 160
라다, 61, 166
타하, 45, 186
자가, 64, 152
라마, 75, 151
하가, 87, 162
카사, 55, 154
라카, 80, 188
사자, 54, 193
라마, 92, 162
파차, 86, 157
마타, 81, 186
나카, 88, 177
카자, 67, 172
라나, 45, 149
마하, 83, 182
차타, 91, 188
자가, 45, 153
하타, 85, 185
가파, 85, 195
라아, 60, 145
아차, 95, 186
타마, 71, 162
바타, 97, 177
사라, 90, 189
사하, 82, 184
나카, 65, 147
하라, 42, 163
나카, 62, 191
하타, 47, 183
나하, 52, 191
자마, 47, 190
바차, 77, 181
파가, 45, 160
타파, 72, 146
바타, 83, 166
나타, 47, 183
나마, 83, 151
파마, 93, 151
다가, 47, 148
다마, 98, 142
다아, 66, 192
자가, 92, 171
사마, 42, 191
라사, 96, 146
파파, 60, 151
아파, 78, 160
라타, 58, 141
카다, 91, 145
사마, 88, 152
라차, 54, 179
라바, 40, 144
바사, 64, 142
자아, 99, 177
바아, 57, 194
타가, 40, 158
타아, 71, 157
파마, 88, 168
아사, 74, 145
아차, 43, 190
카파, 71, 172
바자, 95, 197
마자, 81, 163
라파, 70, 162
바자, 93, 198
마자, 68, 157
라하, 82, 162
다타, 87, 195
타마, 69, 191
마자, 72, 144
라다, 45, 152
하차, 70, 154
라자, 86, 167
타라, 93, 190
바하, 78, 140
가자, 87, 161
라마, 43, 197
가사, 44, 164
가사, 46, 148
아다, 83, 185
카라, 74, 153
사다, 66, 152
마다, 76, 187
바마, 58, 156
바하, 40, 140
바타, 58, 172
마카, 67, 165
라가, 93, 142
차하, 82, 143
차나, 92, 158
다파, 83, 167
타마, 58, 144
라나, 58, 195
마차, 43, 164
사사, 90, 176
라차, 53, 158
자나, 94, 146
타차, 85, 188
사파, 52, 164
자다, 50, 197
자바, 78, 188
바라, 98, 160
차나, 46, 180
파하, 61, 196
다파, 82, 158
파나, 85, 197
차라, 52, 172
나사, 80, 198
파자, 44, 156
다차, 66, 197
차마, 70, 174
나마, 94, 169
아파, 71, 190
파다, 76, 194
카차, 61, 165
나다, 80, 146
자라, 60, 194
카카, 96, 181
나라, 69, 178
타하, 61, 199
마사, 59, 144
타가, 60, 192
하라, 77, 155
바나, 51, 164
가사, 56, 158
차파, 47, 144
타바, 94, 151
나가, 95, 152
가사, 75, 181
아하, 65, 175
파카, 50, 168
아나, 83, 171
타바, 83, 175
차하, 56, 184
마파, 56, 174
아카, 88, 163
카다, 50, 195
가사, 92, 193
가하, 75, 183
아파, 44, 164
마나, 63, 196
자파, 75, 145
카나, 77, 193
타아, 45, 173
사차, 42, 159
나바, 54, 197
자라, 89, 140
다나, 46, 186
마타, 61, 141
아카, 57, 175
아아, 73, 151
파아, 95, 198
파차, 60, 156
카파, 71, 199
다카, 71, 193
바자, 78, 140
차하, 47, 176
바사, 41, 165
사다, 41, 169
가아, 80, 174
나하, 55, 165
나하, 85, 148
카아, 69, 174
자파, 85, 165
카가, 70, 198
아라, 74, 181
파하, 75, 159
차자, 83, 140
마타, 93, 158
하카, 47, 193
아다, 96, 192
바바, 79, 198
바다, 70, 151
나라, 75, 186
사카, 71, 157
자카, 81, 180
카파, 52, 170
자카, 53, 179
차차, 65, 181
타타, 78, 193
카마, 72, 163
파바, 87, 170
카마, 73, 187
바다, 54, 170
아파, 75, 151
파하, 45, 152
바마, 86, 145
바가, 76, 195
마다, 44, 182
아바, 87, 190
다바, 40, 140
차라, 44, 177
하다, 92, 140
차파, 40, 191
자사, 74, 173
바아, 60, 142
카타, 90, 162
다차, 80, 160
마사, 75, 141
차바, 54, 168
차파, 63, 140
가차, 42, 153
다아, 54, 150
바다, 49, 141
바타, 55, 147
라카, 55, 184
차다, 44, 197
카다, 54, 160
타사, 92, 142
파가, 96, 199
가라, 43, 144
마자, 69, 171
가사, 42, 141
다차, 65, 177
나자, 94, 177
마나, 82, 195
바다, 88, 154
카카, 78, 176
차자, 54, 161
아나, 48, 184
사아, 57, 150
가하, 58, 150
타나, 94, 185
나카, 41, 144
다나, 54, 171
나타, 83, 197
다타, 81, 146
나아, 97, 166
나다, 80, 178
파아, 88, 188
라하, 41, 196
가가, 62, 156
사타, 70, 187
하가, 71, 190
자나, 72, 184
사차, 40, 184
차아, 49, 141
카마, 79, 198
타라, 65, 193
아파, 55, 156
나차, 99, 146
타차, 77, 178
타다, 52, 167
카아, 92, 175
파타, 64, 196
나카, 79, 182
가파, 87, 150
카라, 61, 140
바가, 77, 192
사하, 63, 163
타차, 40, 166
라사, 54, 171
사가, 90, 145
아다, 67, 192
사나, 65, 175
다바, 52, 149
타하, 83, 199
다자, 52, 187
아바, 47, 141
가바, 95, 179
나아, 48, 140
파가, 44, 154
다하, 93, 189
마바, 67, 184
카라, 54, 181
차카, 82, 195
아타, 43, 195
사나, 79, 195
가차, 66, 167
아아, 70, 147
나라, 98, 164
차사, 84, 141
차하, 44, 177
타사, 56, 182
바파, 91, 185
파파, 68, 146
나가, 60, 156
타파, 78, 160
카차, 60, 158
라라, 94, 142
아카, 53, 177
마아, 64, 197
파다, 50, 181
타다, 56, 158
나라, 77, 194
가바, 84, 142
라타, 84, 146
차차, 51, 147
하하, 54, 181
타파, 44, 182
마나, 80, 162
카사, 95, 155
타카, 99, 146
자타, 58, 190
다타, 90, 193
카사, 50, 196
바차, 95, 151
타다, 75, 180
파파, 66, 149
차타, 68, 185
사마, 65, 176
파차, 45, 177
마마, 51, 171
바다, 58, 180
라가, 81, 187
나카, 97, 193
타가, 48, 140
다카, 84, 188
사자, 85, 194
차자, 78, 142
타카, 64, 163
사파, 80, 166
마아, 45, 168
사카, 71, 161
가바, 47, 185
자가, 80, 161
아자, 94, 151
아가, 50, 190
